periodo;regiao;local;rede;ensino;serie;resultado;rendimento
2010;Centro_Oeste;Total;Estadual;Fundamental;1s;Abandono;0,6
2010;Centro_Oeste;Total;Federal;Fundamental;1s;Abandono;0
2010;Centro_Oeste;Total;Municipal;Fundamental;1s;Abandono;1,3
2010;Centro_Oeste;Total;Particular;Fundamental;1s;Abandono;0,2
2010;Centro_Oeste;Total;Publico;Fundamental;1s;Abandono;1,1
2010;Centro_Oeste;Total;Total;Fundamental;1s;Abandono;0,9
2010;Centro_Oeste;Urbana;Estadual;Fundamental;1s;Abandono;0,6
2010;Centro_Oeste;Urbana;Federal;Fundamental;1s;Abandono;0
2010;Centro_Oeste;Urbana;Municipal;Fundamental;1s;Abandono;1,2
2010;Centro_Oeste;Urbana;Particular;Fundamental;1s;Abandono;0,2
2010;Centro_Oeste;Urbana;Publico;Fundamental;1s;Abandono;1
2010;Centro_Oeste;Urbana;Total;Fundamental;1s;Abandono;0,8
2010;Norte;Rural;Estadual;Fundamental;2s;Abandono;4,5
2010;Norte;Rural;Federal;Fundamental;2s;Abandono;
2010;Norte;Rural;Municipal;Fundamental;2s;Abandono;6,5
2010;Norte;Rural;Particular;Fundamental;2s;Abandono;2,5
2010;Norte;Rural;Publico;Fundamental;2s;Abandono;6,3
2010;Norte;Rural;Total;Fundamental;2s;Abandono;6,3
2010;Norte;Total;Estadual;Fundamental;2s;Abandono;3,1
2010;Norte;Total;Federal;Fundamental;2s;Abandono;0
2010;Norte;Total;Municipal;Fundamental;2s;Abandono;4,6
2010;Norte;Total;Particular;Fundamental;2s;Abandono;0,3
2010;Norte;Total;Publico;Fundamental;2s;Abandono;4,2
2010;Norte;Total;Total;Fundamental;2s;Abandono;4
2010;Norte;Urbana;Estadual;Fundamental;2s;Abandono;2,9
2010;Norte;Urbana;Federal;Fundamental;2s;Abandono;0
2010;Norte;Urbana;Municipal;Fundamental;2s;Abandono;2,9
2010;Norte;Urbana;Particular;Fundamental;2s;Abandono;0,2
2010;Norte;Urbana;Publico;Fundamental;2s;Abandono;3
2010;Norte;Urbana;Total;Fundamental;2s;Abandono;2,8
2010;Nordeste;Rural;Estadual;Fundamental;2s;Abandono;4,5
2010;Nordeste;Rural;Federal;Fundamental;2s;Abandono;0
2010;Nordeste;Rural;Municipal;Fundamental;2s;Abandono;3,2
2010;Nordeste;Rural;Particular;Fundamental;2s;Abandono;0,8
2010;Nordeste;Rural;Publico;Fundamental;2s;Abandono;3,3
2010;Nordeste;Rural;Total;Fundamental;2s;Abandono;3,3
2010;Nordeste;Total;Estadual;Fundamental;2s;Abandono;4
2010;Nordeste;Total;Federal;Fundamental;2s;Abandono;0
2010;Nordeste;Total;Municipal;Fundamental;2s;Abandono;3,4
2010;Nordeste;Total;Particular;Fundamental;2s;Abandono;0,3
2010;Nordeste;Total;Publico;Fundamental;2s;Abandono;3,4
2010;Nordeste;Total;Total;Fundamental;2s;Abandono;3,1
2010;Nordeste;Urbana;Estadual;Fundamental;2s;Abandono;4
2010;Nordeste;Urbana;Federal;Fundamental;2s;Abandono;
2010;Nordeste;Urbana;Municipal;Fundamental;2s;Abandono;3,4
2010;Nordeste;Urbana;Particular;Fundamental;2s;Abandono;0,3
2010;Nordeste;Urbana;Publico;Fundamental;2s;Abandono;3,5
2010;Nordeste;Urbana;Total;Fundamental;2s;Abandono;2,9
2010;Sudeste;Rural;Estadual;Fundamental;2s;Abandono;0,9
2010;Sudeste;Rural;Federal;Fundamental;2s;Abandono;
2010;Sudeste;Rural;Municipal;Fundamental;2s;Abandono;0,9
2010;Sudeste;Rural;Particular;Fundamental;2s;Abandono;0
2010;Sudeste;Rural;Publico;Fundamental;2s;Abandono;0,9
2010;Sudeste;Rural;Total;Fundamental;2s;Abandono;0,9
2010;Sudeste;Total;Estadual;Fundamental;2s;Abandono;0,5
2010;Sudeste;Total;Federal;Fundamental;2s;Abandono;0
2010;Sudeste;Total;Municipal;Fundamental;2s;Abandono;0,6
2010;Sudeste;Total;Particular;Fundamental;2s;Abandono;0,1
2010;Sudeste;Total;Publico;Fundamental;2s;Abandono;0,6
2010;Sudeste;Total;Total;Fundamental;2s;Abandono;0,5
2010;Sudeste;Urbana;Estadual;Fundamental;2s;Abandono;0,5
2010;Sudeste;Urbana;Federal;Fundamental;2s;Abandono;0
2010;Sudeste;Urbana;Municipal;Fundamental;2s;Abandono;0,6
2010;Sudeste;Urbana;Particular;Fundamental;2s;Abandono;0,1
2010;Sudeste;Urbana;Publico;Fundamental;2s;Abandono;0,5
2010;Sudeste;Urbana;Total;Fundamental;2s;Abandono;0,4
2010;Sul;Rural;Estadual;Fundamental;2s;Abandono;0,7
2010;Sul;Rural;Federal;Fundamental;2s;Abandono;
2010;Sul;Rural;Municipal;Fundamental;2s;Abandono;0,3
2010;Sul;Rural;Particular;Fundamental;2s;Abandono;0
2010;Sul;Rural;Publico;Fundamental;2s;Abandono;0,4
2010;Sul;Rural;Total;Fundamental;2s;Abandono;0,4
2010;Sul;Total;Estadual;Fundamental;2s;Abandono;0,4
2010;Sul;Total;Federal;Fundamental;2s;Abandono;0
2010;Sul;Total;Municipal;Fundamental;2s;Abandono;0,3
2010;Sul;Total;Particular;Fundamental;2s;Abandono;0
2010;Sul;Total;Publico;Fundamental;2s;Abandono;0,3
2010;Sul;Total;Total;Fundamental;2s;Abandono;0,3
2010;Sul;Urbana;Estadual;Fundamental;2s;Abandono;0,4
2010;Sul;Urbana;Federal;Fundamental;2s;Abandono;0
2010;Sul;Urbana;Municipal;Fundamental;2s;Abandono;0,3
2010;Sul;Urbana;Particular;Fundamental;2s;Abandono;0
2010;Sul;Urbana;Publico;Fundamental;2s;Abandono;0,3
2010;Sul;Urbana;Total;Fundamental;2s;Abandono;0,3
2010;Centro_Oeste;Rural;Estadual;Fundamental;2s;Abandono;0,6
2010;Centro_Oeste;Rural;Federal;Fundamental;2s;Abandono;
2010;Centro_Oeste;Rural;Municipal;Fundamental;2s;Abandono;1,8
2010;Centro_Oeste;Rural;Particular;Fundamental;2s;Abandono;0,6
2010;Centro_Oeste;Rural;Publico;Fundamental;2s;Abandono;1,5
2010;Centro_Oeste;Rural;Total;Fundamental;2s;Abandono;1,5
2010;Centro_Oeste;Total;Estadual;Fundamental;2s;Abandono;0,6
2010;Centro_Oeste;Total;Federal;Fundamental;2s;Abandono;0
2010;Centro_Oeste;Total;Municipal;Fundamental;2s;Abandono;1,2
2010;Centro_Oeste;Total;Particular;Fundamental;2s;Abandono;0,1
2010;Centro_Oeste;Total;Publico;Fundamental;2s;Abandono;1
2010;Centro_Oeste;Total;Total;Fundamental;2s;Abandono;0,9
2010;Centro_Oeste;Urbana;Estadual;Fundamental;2s;Abandono;0,6
2010;Centro_Oeste;Urbana;Federal;Fundamental;2s;Abandono;0
2010;Centro_Oeste;Urbana;Municipal;Fundamental;2s;Abandono;1
2010;Centro_Oeste;Urbana;Particular;Fundamental;2s;Abandono;0,1
2010;Centro_Oeste;Urbana;Publico;Fundamental;2s;Abandono;0,9
2010;Centro_Oeste;Urbana;Total;Fundamental;2s;Abandono;0,8
2010;Norte;Rural;Estadual;Fundamental;3s;Abandono;5,1
2010;Norte;Rural;Federal;Fundamental;3s;Abandono;
2010;Norte;Rural;Municipal;Fundamental;3s;Abandono;7
2010;Norte;Rural;Particular;Fundamental;3s;Abandono;1,5
2010;Norte;Rural;Publico;Fundamental;3s;Abandono;6,8
2010;Norte;Rural;Total;Fundamental;3s;Abandono;6,7
2010;Norte;Total;Estadual;Fundamental;3s;Abandono;2,7
2010;Norte;Total;Federal;Fundamental;3s;Abandono;0
2010;Norte;Total;Municipal;Fundamental;3s;Abandono;4,6
2010;Norte;Total;Particular;Fundamental;3s;Abandono;0,2
2010;Norte;Total;Publico;Fundamental;3s;Abandono;4,1
2010;Norte;Total;Total;Fundamental;3s;Abandono;4
2010;Norte;Urbana;Estadual;Fundamental;3s;Abandono;2,4
2010;Norte;Urbana;Federal;Fundamental;3s;Abandono;0
2010;Norte;Urbana;Municipal;Fundamental;3s;Abandono;2,8
2010;Norte;Urbana;Particular;Fundamental;3s;Abandono;0,1
2010;Norte;Urbana;Publico;Fundamental;3s;Abandono;2,6
2010;Norte;Urbana;Total;Fundamental;3s;Abandono;2,5
2010;Nordeste;Rural;Estadual;Fundamental;3s;Abandono;5,7
2010;Nordeste;Rural;Federal;Fundamental;3s;Abandono;0
2010;Nordeste;Rural;Municipal;Fundamental;3s;Abandono;3,6
2010;Nordeste;Rural;Particular;Fundamental;3s;Abandono;1,4
2010;Nordeste;Rural;Publico;Fundamental;3s;Abandono;3,6
2010;Nordeste;Rural;Total;Fundamental;3s;Abandono;3,6
2010;Nordeste;Total;Estadual;Fundamental;3s;Abandono;4,5
2010;Nordeste;Total;Federal;Fundamental;3s;Abandono;0
2010;Nordeste;Total;Municipal;Fundamental;3s;Abandono;3,4
2010;Nordeste;Total;Particular;Fundamental;3s;Abandono;0,3
2010;Nordeste;Total;Publico;Fundamental;3s;Abandono;3,6
2010;Nordeste;Total;Total;Fundamental;3s;Abandono;3,2
2010;Nordeste;Urbana;Estadual;Fundamental;3s;Abandono;4,4
2010;Nordeste;Urbana;Federal;Fundamental;3s;Abandono;
2010;Nordeste;Urbana;Municipal;Fundamental;3s;Abandono;3,4
2010;Nordeste;Urbana;Particular;Fundamental;3s;Abandono;0,3
2010;Nordeste;Urbana;Publico;Fundamental;3s;Abandono;3,5
2010;Nordeste;Urbana;Total;Fundamental;3s;Abandono;3
2010;Sudeste;Rural;Estadual;Fundamental;3s;Abandono;0,9
2010;Sudeste;Rural;Federal;Fundamental;3s;Abandono;
2010;Sudeste;Rural;Municipal;Fundamental;3s;Abandono;0,8
2010;Sudeste;Rural;Particular;Fundamental;3s;Abandono;0,3
2010;Sudeste;Rural;Publico;Fundamental;3s;Abandono;0,9
2010;Sudeste;Rural;Total;Fundamental;3s;Abandono;0,8
2010;Sudeste;Total;Estadual;Fundamental;3s;Abandono;0,7
2010;Sudeste;Total;Federal;Fundamental;3s;Abandono;0
2010;Sudeste;Total;Municipal;Fundamental;3s;Abandono;0,6
2010;Sudeste;Total;Particular;Fundamental;3s;Abandono;0,1
2010;Sudeste;Total;Publico;Fundamental;3s;Abandono;0,6
2010;Sudeste;Total;Total;Fundamental;3s;Abandono;0,5
2010;Sudeste;Urbana;Estadual;Fundamental;3s;Abandono;0,6
2010;Sudeste;Urbana;Federal;Fundamental;3s;Abandono;0
2010;Sudeste;Urbana;Municipal;Fundamental;3s;Abandono;0,6
2010;Sudeste;Urbana;Particular;Fundamental;3s;Abandono;0,1
2010;Sudeste;Urbana;Publico;Fundamental;3s;Abandono;0,6
2010;Sudeste;Urbana;Total;Fundamental;3s;Abandono;0,5
2010;Sul;Rural;Estadual;Fundamental;3s;Abandono;1,1
2010;Sul;Rural;Federal;Fundamental;3s;Abandono;
2010;Sul;Rural;Municipal;Fundamental;3s;Abandono;0,3
2010;Sul;Rural;Particular;Fundamental;3s;Abandono;0
2010;Sul;Rural;Publico;Fundamental;3s;Abandono;0,5
2010;Sul;Rural;Total;Fundamental;3s;Abandono;0,5
2010;Sul;Total;Estadual;Fundamental;3s;Abandono;0,5
2010;Sul;Total;Federal;Fundamental;3s;Abandono;0
2010;Sul;Total;Municipal;Fundamental;3s;Abandono;0,4
2010;Sul;Total;Particular;Fundamental;3s;Abandono;0
2010;Sul;Total;Publico;Fundamental;3s;Abandono;0,4
2010;Sul;Total;Total;Fundamental;3s;Abandono;0,4
2010;Sul;Urbana;Estadual;Fundamental;3s;Abandono;0,4
2010;Sul;Urbana;Federal;Fundamental;3s;Abandono;0
2010;Sul;Urbana;Municipal;Fundamental;3s;Abandono;0,5
2010;Sul;Urbana;Particular;Fundamental;3s;Abandono;0
2010;Sul;Urbana;Publico;Fundamental;3s;Abandono;0,4
2010;Sul;Urbana;Total;Fundamental;3s;Abandono;0,4
2010;Centro_Oeste;Rural;Estadual;Fundamental;3s;Abandono;0,5
2010;Centro_Oeste;Rural;Federal;Fundamental;3s;Abandono;
2010;Centro_Oeste;Rural;Municipal;Fundamental;3s;Abandono;2,3
2010;Centro_Oeste;Rural;Particular;Fundamental;3s;Abandono;0
2010;Centro_Oeste;Rural;Publico;Fundamental;3s;Abandono;1,8
2010;Centro_Oeste;Rural;Total;Fundamental;3s;Abandono;1,8
2010;Centro_Oeste;Total;Estadual;Fundamental;3s;Abandono;0,7
2010;Centro_Oeste;Total;Federal;Fundamental;3s;Abandono;0
2010;Centro_Oeste;Total;Municipal;Fundamental;3s;Abandono;1,3
2010;Centro_Oeste;Total;Particular;Fundamental;3s;Abandono;0,1
2010;Centro_Oeste;Total;Publico;Fundamental;3s;Abandono;1,1
2010;Centro_Oeste;Total;Total;Fundamental;3s;Abandono;0,9
2010;Centro_Oeste;Urbana;Estadual;Fundamental;3s;Abandono;0,7
2010;Centro_Oeste;Urbana;Federal;Fundamental;3s;Abandono;0
2010;Centro_Oeste;Urbana;Municipal;Fundamental;3s;Abandono;1,2
2010;Centro_Oeste;Urbana;Particular;Fundamental;3s;Abandono;0,2
2010;Centro_Oeste;Urbana;Publico;Fundamental;3s;Abandono;1
2010;Centro_Oeste;Urbana;Total;Fundamental;3s;Abandono;0,9
2010;Norte;Rural;Estadual;Fundamental;4s;Abandono;5,3
2010;Norte;Rural;Federal;Fundamental;4s;Abandono;
2010;Norte;Rural;Municipal;Fundamental;4s;Abandono;7,3
2010;Norte;Rural;Particular;Fundamental;4s;Abandono;0,8
2010;Norte;Rural;Publico;Fundamental;4s;Abandono;7,1
2010;Norte;Rural;Total;Fundamental;4s;Abandono;7
2010;Norte;Total;Estadual;Fundamental;4s;Abandono;2,8
2010;Norte;Total;Federal;Fundamental;4s;Abandono;0
2010;Norte;Total;Municipal;Fundamental;4s;Abandono;4,9
2010;Norte;Total;Particular;Fundamental;4s;Abandono;0,2
2010;Norte;Total;Publico;Fundamental;4s;Abandono;4,3
2010;Norte;Total;Total;Fundamental;4s;Abandono;4,1
2010;Norte;Urbana;Estadual;Fundamental;4s;Abandono;2,4
2010;Norte;Urbana;Federal;Fundamental;4s;Abandono;0
2010;Norte;Urbana;Municipal;Fundamental;4s;Abandono;3,3
2010;Norte;Urbana;Particular;Fundamental;4s;Abandono;0,2
2010;Norte;Urbana;Publico;Fundamental;4s;Abandono;2,9
2010;Norte;Urbana;Total;Fundamental;4s;Abandono;2,8
2010;Nordeste;Rural;Estadual;Fundamental;4s;Abandono;6,3
2010;Nordeste;Rural;Federal;Fundamental;4s;Abandono;0
2010;Nordeste;Rural;Municipal;Fundamental;4s;Abandono;3,8
2010;Nordeste;Rural;Particular;Fundamental;4s;Abandono;0,7
2010;Nordeste;Rural;Publico;Fundamental;4s;Abandono;4
2010;Nordeste;Rural;Total;Fundamental;4s;Abandono;3,9
2010;Nordeste;Total;Estadual;Fundamental;4s;Abandono;4,8
2010;Nordeste;Total;Federal;Fundamental;4s;Abandono;0
2010;Nordeste;Total;Municipal;Fundamental;4s;Abandono;3,8
2010;Nordeste;Total;Particular;Fundamental;4s;Abandono;0,3
2010;Nordeste;Total;Publico;Fundamental;4s;Abandono;3,9
2010;Nordeste;Total;Total;Fundamental;4s;Abandono;3,5
2010;Nordeste;Urbana;Estadual;Fundamental;4s;Abandono;4,7
2010;Nordeste;Urbana;Federal;Fundamental;4s;Abandono;0
2010;Nordeste;Urbana;Municipal;Fundamental;4s;Abandono;3,8
2010;Nordeste;Urbana;Particular;Fundamental;4s;Abandono;0,3
2010;Nordeste;Urbana;Publico;Fundamental;4s;Abandono;4
2010;Nordeste;Urbana;Total;Fundamental;4s;Abandono;3,3
2010;Sudeste;Rural;Estadual;Fundamental;4s;Abandono;1,3
2010;Sudeste;Rural;Federal;Fundamental;4s;Abandono;
2010;Sudeste;Rural;Municipal;Fundamental;4s;Abandono;1
2010;Sudeste;Rural;Particular;Fundamental;4s;Abandono;0,7
2010;Sudeste;Rural;Publico;Fundamental;4s;Abandono;1
2010;Sudeste;Rural;Total;Fundamental;4s;Abandono;1
2010;Sudeste;Total;Estadual;Fundamental;4s;Abandono;0,6
2010;Sudeste;Total;Federal;Fundamental;4s;Abandono;0,1
2010;Sudeste;Total;Municipal;Fundamental;4s;Abandono;0,7
2010;Sudeste;Total;Particular;Fundamental;4s;Abandono;0,1
2010;Sudeste;Total;Publico;Fundamental;4s;Abandono;0,7
2010;Sudeste;Total;Total;Fundamental;4s;Abandono;0,6
2010;Sudeste;Urbana;Estadual;Fundamental;4s;Abandono;0,6
2010;Sudeste;Urbana;Federal;Fundamental;4s;Abandono;0,1
2010;Sudeste;Urbana;Municipal;Fundamental;4s;Abandono;0,7
2010;Sudeste;Urbana;Particular;Fundamental;4s;Abandono;0
2010;Sudeste;Urbana;Publico;Fundamental;4s;Abandono;0,7
2010;Sudeste;Urbana;Total;Fundamental;4s;Abandono;0,5
2010;Sul;Rural;Estadual;Fundamental;4s;Abandono;1,3
2010;Sul;Rural;Federal;Fundamental;4s;Abandono;
2010;Sul;Rural;Municipal;Fundamental;4s;Abandono;0,5
2010;Sul;Rural;Particular;Fundamental;4s;Abandono;0
2010;Sul;Rural;Publico;Fundamental;4s;Abandono;0,6
2010;Sul;Rural;Total;Fundamental;4s;Abandono;0,6
2010;Sul;Total;Estadual;Fundamental;4s;Abandono;0,7
2010;Sul;Total;Federal;Fundamental;4s;Abandono;0
2010;Sul;Total;Municipal;Fundamental;4s;Abandono;0,5
2010;Sul;Total;Particular;Fundamental;4s;Abandono;0
2010;Sul;Total;Publico;Fundamental;4s;Abandono;0,6
2010;Sul;Total;Total;Fundamental;4s;Abandono;0,5
2010;Sul;Urbana;Estadual;Fundamental;4s;Abandono;0,7
2010;Sul;Urbana;Federal;Fundamental;4s;Abandono;0
2010;Sul;Urbana;Municipal;Fundamental;4s;Abandono;0,6
2010;Sul;Urbana;Particular;Fundamental;4s;Abandono;0
2010;Sul;Urbana;Publico;Fundamental;4s;Abandono;0,5
2010;Sul;Urbana;Total;Fundamental;4s;Abandono;0,5
2010;Centro_Oeste;Rural;Estadual;Fundamental;4s;Abandono;0,7
2010;Centro_Oeste;Rural;Federal;Fundamental;4s;Abandono;
2010;Centro_Oeste;Rural;Municipal;Fundamental;4s;Abandono;3
2010;Centro_Oeste;Rural;Particular;Fundamental;4s;Abandono;0
2010;Centro_Oeste;Rural;Publico;Fundamental;4s;Abandono;2,4
2010;Centro_Oeste;Rural;Total;Fundamental;4s;Abandono;2,3
2010;Centro_Oeste;Total;Estadual;Fundamental;4s;Abandono;0,9
2010;Centro_Oeste;Total;Federal;Fundamental;4s;Abandono;0
2010;Centro_Oeste;Total;Municipal;Fundamental;4s;Abandono;1,6
2010;Centro_Oeste;Total;Particular;Fundamental;4s;Abandono;0
2010;Centro_Oeste;Total;Publico;Fundamental;4s;Abandono;1,3
2010;Centro_Oeste;Total;Total;Fundamental;4s;Abandono;1,2
2010;Centro_Oeste;Urbana;Estadual;Fundamental;4s;Abandono;0,9
2010;Centro_Oeste;Urbana;Federal;Fundamental;4s;Abandono;0
2010;Centro_Oeste;Urbana;Municipal;Fundamental;4s;Abandono;1,5
2010;Centro_Oeste;Urbana;Particular;Fundamental;4s;Abandono;0,1
2010;Centro_Oeste;Urbana;Publico;Fundamental;4s;Abandono;1,3
2010;Centro_Oeste;Urbana;Total;Fundamental;4s;Abandono;1,1
2010;Norte;Rural;Estadual;Fundamental;5s;Abandono;8
2010;Norte;Rural;Federal;Fundamental;5s;Abandono;
2010;Norte;Rural;Municipal;Fundamental;5s;Abandono;11,6
2010;Norte;Rural;Particular;Fundamental;5s;Abandono;5,8
2010;Norte;Rural;Publico;Fundamental;5s;Abandono;11
2010;Norte;Rural;Total;Fundamental;5s;Abandono;10,9
2010;Norte;Total;Estadual;Fundamental;5s;Abandono;6,4
2010;Norte;Total;Federal;Fundamental;5s;Abandono;0
2010;Norte;Total;Municipal;Fundamental;5s;Abandono;9,7
2010;Norte;Total;Particular;Fundamental;5s;Abandono;0,4
2010;Norte;Total;Publico;Fundamental;5s;Abandono;8,1
2010;Norte;Total;Total;Fundamental;5s;Abandono;7,7
2010;Norte;Urbana;Estadual;Fundamental;5s;Abandono;6,2
2010;Norte;Urbana;Federal;Fundamental;5s;Abandono;0
2010;Norte;Urbana;Municipal;Fundamental;5s;Abandono;8,5
2010;Norte;Urbana;Particular;Fundamental;5s;Abandono;0,3
2010;Norte;Urbana;Publico;Fundamental;5s;Abandono;7,2
2010;Norte;Urbana;Total;Fundamental;5s;Abandono;6,7
2010;Nordeste;Rural;Estadual;Fundamental;5s;Abandono;9
2010;Nordeste;Rural;Federal;Fundamental;5s;Abandono;0
2010;Nordeste;Rural;Municipal;Fundamental;5s;Abandono;8,9
2010;Nordeste;Rural;Particular;Fundamental;5s;Abandono;0,3
2010;Nordeste;Rural;Publico;Fundamental;5s;Abandono;8,9
2010;Nordeste;Rural;Total;Fundamental;5s;Abandono;8,8
2010;Nordeste;Total;Estadual;Fundamental;5s;Abandono;10,6
2010;Nordeste;Total;Federal;Fundamental;5s;Abandono;0
2010;Nordeste;Total;Municipal;Fundamental;5s;Abandono;9,6
2010;Nordeste;Total;Particular;Fundamental;5s;Abandono;0,5
2010;Nordeste;Total;Publico;Fundamental;5s;Abandono;9,9
2010;Nordeste;Total;Total;Fundamental;5s;Abandono;9
2010;Nordeste;Urbana;Estadual;Fundamental;5s;Abandono;10,8
2010;Nordeste;Urbana;Federal;Fundamental;5s;Abandono;0
2010;Nordeste;Urbana;Municipal;Fundamental;5s;Abandono;9,9
2010;Nordeste;Urbana;Particular;Fundamental;5s;Abandono;0,4
2010;Nordeste;Urbana;Publico;Fundamental;5s;Abandono;10,3
2010;Nordeste;Urbana;Total;Fundamental;5s;Abandono;9,1
2010;Sudeste;Rural;Estadual;Fundamental;5s;Abandono;3,7
2010;Sudeste;Rural;Federal;Fundamental;5s;Abandono;
2010;Sudeste;Rural;Municipal;Fundamental;5s;Abandono;3,4
2010;Sudeste;Rural;Particular;Fundamental;5s;Abandono;1,4
2010;Sudeste;Rural;Publico;Fundamental;5s;Abandono;3,5
2010;Sudeste;Rural;Total;Fundamental;5s;Abandono;3,5
2010;Sudeste;Total;Estadual;Fundamental;5s;Abandono;2,9
2010;Sudeste;Total;Federal;Fundamental;5s;Abandono;0
2010;Sudeste;Total;Municipal;Fundamental;5s;Abandono;2,4
2010;Sudeste;Total;Particular;Fundamental;5s;Abandono;0,1
2010;Sudeste;Total;Publico;Fundamental;5s;Abandono;2,7
2010;Sudeste;Total;Total;Fundamental;5s;Abandono;2,3
2010;Sudeste;Urbana;Estadual;Fundamental;5s;Abandono;2,9
2010;Sudeste;Urbana;Federal;Fundamental;5s;Abandono;0
2010;Sudeste;Urbana;Municipal;Fundamental;5s;Abandono;2,3
2010;Sudeste;Urbana;Particular;Fundamental;5s;Abandono;0,1
2010;Sudeste;Urbana;Publico;Fundamental;5s;Abandono;2,7
2010;Sudeste;Urbana;Total;Fundamental;5s;Abandono;2,4
2010;Sul;Rural;Estadual;Fundamental;5s;Abandono;2,4
2010;Sul;Rural;Federal;Fundamental;5s;Abandono;
2010;Sul;Rural;Municipal;Fundamental;5s;Abandono;1,6
2010;Sul;Rural;Particular;Fundamental;5s;Abandono;1,1
2010;Sul;Rural;Publico;Fundamental;5s;Abandono;2
2010;Sul;Rural;Total;Fundamental;5s;Abandono;2
2010;Sul;Total;Estadual;Fundamental;5s;Abandono;2,7
2010;Sul;Total;Federal;Fundamental;5s;Abandono;0
2010;Sul;Total;Municipal;Fundamental;5s;Abandono;2
2010;Sul;Total;Particular;Fundamental;5s;Abandono;0,1
2010;Sul;Total;Publico;Fundamental;5s;Abandono;2,5
2010;Sul;Total;Total;Fundamental;5s;Abandono;2,3
2010;Sul;Urbana;Estadual;Fundamental;5s;Abandono;2,7
2010;Sul;Urbana;Federal;Fundamental;5s;Abandono;0
2010;Sul;Urbana;Municipal;Fundamental;5s;Abandono;2
2010;Sul;Urbana;Particular;Fundamental;5s;Abandono;0,1
2010;Sul;Urbana;Publico;Fundamental;5s;Abandono;2,5
2010;Sul;Urbana;Total;Fundamental;5s;Abandono;2,3
2010;Centro_Oeste;Rural;Estadual;Fundamental;5s;Abandono;3,9
2010;Centro_Oeste;Rural;Federal;Fundamental;5s;Abandono;
2010;Centro_Oeste;Rural;Municipal;Fundamental;5s;Abandono;5,3
2010;Centro_Oeste;Rural;Particular;Fundamental;5s;Abandono;0,5
2010;Centro_Oeste;Rural;Publico;Fundamental;5s;Abandono;4,9
2010;Centro_Oeste;Rural;Total;Fundamental;5s;Abandono;4,8
2010;Centro_Oeste;Total;Estadual;Fundamental;5s;Abandono;4,5
2010;Centro_Oeste;Total;Federal;Fundamental;5s;Abandono;0
2010;Centro_Oeste;Total;Municipal;Fundamental;5s;Abandono;4,3
2010;Centro_Oeste;Total;Particular;Fundamental;5s;Abandono;0,1
2010;Centro_Oeste;Total;Publico;Fundamental;5s;Abandono;4,4
2010;Centro_Oeste;Total;Total;Fundamental;5s;Abandono;3,9
2010;Centro_Oeste;Urbana;Estadual;Fundamental;5s;Abandono;4,5
2010;Centro_Oeste;Urbana;Federal;Fundamental;5s;Abandono;0
2010;Centro_Oeste;Urbana;Municipal;Fundamental;5s;Abandono;4,1
2010;Centro_Oeste;Urbana;Particular;Fundamental;5s;Abandono;0,1
2010;Centro_Oeste;Urbana;Publico;Fundamental;5s;Abandono;4,3
2010;Centro_Oeste;Urbana;Total;Fundamental;5s;Abandono;3,7
2010;Norte;Rural;Estadual;Fundamental;6s;Abandono;8,4
2010;Norte;Rural;Federal;Fundamental;6s;Abandono;
2010;Norte;Rural;Municipal;Fundamental;6s;Abandono;10
2010;Norte;Rural;Particular;Fundamental;6s;Abandono;4,4
2010;Norte;Rural;Publico;Fundamental;6s;Abandono;9,7
2010;Norte;Rural;Total;Fundamental;6s;Abandono;9,7
2010;Norte;Total;Estadual;Fundamental;6s;Abandono;6,2
2010;Norte;Total;Federal;Fundamental;6s;Abandono;0
2010;Norte;Total;Municipal;Fundamental;6s;Abandono;8,7
2010;Norte;Total;Particular;Fundamental;6s;Abandono;0,4
2010;Norte;Total;Publico;Fundamental;6s;Abandono;7,3
2010;Norte;Total;Total;Fundamental;6s;Abandono;6,9
2010;Norte;Urbana;Estadual;Fundamental;6s;Abandono;5,9
2010;Norte;Urbana;Federal;Fundamental;6s;Abandono;0
2010;Norte;Urbana;Municipal;Fundamental;6s;Abandono;7,9
2010;Norte;Urbana;Particular;Fundamental;6s;Abandono;0,3
2010;Norte;Urbana;Publico;Fundamental;6s;Abandono;6,7
2010;Norte;Urbana;Total;Fundamental;6s;Abandono;6,2
2010;Nordeste;Rural;Estadual;Fundamental;6s;Abandono;7
2010;Nordeste;Rural;Federal;Fundamental;6s;Abandono;0
2010;Nordeste;Rural;Municipal;Fundamental;6s;Abandono;7,9
2010;Nordeste;Rural;Particular;Fundamental;6s;Abandono;0,1
2010;Nordeste;Rural;Publico;Fundamental;6s;Abandono;7,8
2010;Nordeste;Rural;Total;Fundamental;6s;Abandono;7,9
2010;Nordeste;Total;Estadual;Fundamental;6s;Abandono;8,7
2010;Nordeste;Total;Federal;Fundamental;6s;Abandono;0,2
2010;Nordeste;Total;Municipal;Fundamental;6s;Abandono;8,6
2010;Nordeste;Total;Particular;Fundamental;6s;Abandono;0,4
2010;Nordeste;Total;Publico;Fundamental;6s;Abandono;8,5
2010;Nordeste;Total;Total;Fundamental;6s;Abandono;7,8
2010;Nordeste;Urbana;Estadual;Fundamental;6s;Abandono;8,7
2010;Nordeste;Urbana;Federal;Fundamental;6s;Abandono;0,2
2010;Nordeste;Urbana;Municipal;Fundamental;6s;Abandono;8,9
