periodo;regiao;local;rede;ensino;serie;resultado;rendimento
2008;Nordeste;Urbana;Particular;Medio;1s;Aprovado;88,2
2008;Nordeste;Urbana;Publico;Medio;1s;Aprovado;62,3
2008;Nordeste;Urbana;Total;Medio;1s;Aprovado;64,5
2008;Sudeste;Rural;Estadual;Medio;1s;Aprovado;76,7
2008;Sudeste;Rural;Federal;Medio;1s;Aprovado;74,9
2008;Sudeste;Rural;Municipal;Medio;1s;Aprovado;73,1
2008;Sudeste;Rural;Particular;Medio;1s;Aprovado;91,1
2008;Sudeste;Rural;Publico;Medio;1s;Aprovado;76,4
2008;Sudeste;Rural;Total;Medio;1s;Aprovado;77,1
2008;Sudeste;Total;Estadual;Medio;1s;Aprovado;68,4
2008;Sudeste;Total;Federal;Medio;1s;Aprovado;77,4
2008;Sudeste;Total;Municipal;Medio;1s;Aprovado;71,3
2008;Sudeste;Total;Particular;Medio;1s;Aprovado;90,5
2008;Sudeste;Total;Publico;Medio;1s;Aprovado;68,5
2008;Sudeste;Total;Total;Medio;1s;Aprovado;71
2008;Sudeste;Urbana;Estadual;Medio;1s;Aprovado;68,3
2008;Sudeste;Urbana;Federal;Medio;1s;Aprovado;77,8
2008;Sudeste;Urbana;Municipal;Medio;1s;Aprovado;71,2
2008;Sudeste;Urbana;Particular;Medio;1s;Aprovado;90,5
2008;Sudeste;Urbana;Publico;Medio;1s;Aprovado;68,4
2008;Sudeste;Urbana;Total;Medio;1s;Aprovado;70,9
2008;Sul;Rural;Estadual;Medio;1s;Aprovado;76,1
2008;Sul;Rural;Federal;Medio;1s;Aprovado;79,2
2008;Sul;Rural;Municipal;Medio;1s;Aprovado;68,6
2008;Sul;Rural;Particular;Medio;1s;Aprovado;82,8
2008;Sul;Rural;Publico;Medio;1s;Aprovado;76,2
2008;Sul;Rural;Total;Medio;1s;Aprovado;76,4
2008;Sul;Total;Estadual;Medio;1s;Aprovado;63,8
2008;Sul;Total;Federal;Medio;1s;Aprovado;80,1
2008;Sul;Total;Municipal;Medio;1s;Aprovado;57,7
2008;Sul;Total;Particular;Medio;1s;Aprovado;91,2
2008;Sul;Total;Publico;Medio;1s;Aprovado;64
2008;Sul;Total;Total;Medio;1s;Aprovado;66,6
2008;Sul;Urbana;Estadual;Medio;1s;Aprovado;63,5
2008;Sul;Urbana;Federal;Medio;1s;Aprovado;80,4
2008;Sul;Urbana;Municipal;Medio;1s;Aprovado;56,1
2008;Sul;Urbana;Particular;Medio;1s;Aprovado;91,3
2008;Sul;Urbana;Publico;Medio;1s;Aprovado;63,6
2008;Sul;Urbana;Total;Medio;1s;Aprovado;66,3
2008;Centro_Oeste;Rural;Estadual;Medio;1s;Aprovado;75,5
2008;Centro_Oeste;Rural;Federal;Medio;1s;Aprovado;70,4
2008;Centro_Oeste;Rural;Municipal;Medio;1s;Aprovado;74,2
2008;Centro_Oeste;Rural;Particular;Medio;1s;Aprovado;94,4
2008;Centro_Oeste;Rural;Publico;Medio;1s;Aprovado;75
2008;Centro_Oeste;Rural;Total;Medio;1s;Aprovado;75,9
2008;Centro_Oeste;Total;Estadual;Medio;1s;Aprovado;63,6
2008;Centro_Oeste;Total;Federal;Medio;1s;Aprovado;82,2
2008;Centro_Oeste;Total;Municipal;Medio;1s;Aprovado;71,7
2008;Centro_Oeste;Total;Particular;Medio;1s;Aprovado;89
2008;Centro_Oeste;Total;Publico;Medio;1s;Aprovado;63,8
2008;Centro_Oeste;Total;Total;Medio;1s;Aprovado;67
2008;Centro_Oeste;Urbana;Estadual;Medio;1s;Aprovado;63,2
2008;Centro_Oeste;Urbana;Federal;Medio;1s;Aprovado;87,3
2008;Centro_Oeste;Urbana;Municipal;Medio;1s;Aprovado;68,4
2008;Centro_Oeste;Urbana;Particular;Medio;1s;Aprovado;88,9
2008;Centro_Oeste;Urbana;Publico;Medio;1s;Aprovado;63,4
2008;Centro_Oeste;Urbana;Total;Medio;1s;Aprovado;66,7
2008;Norte;Rural;Estadual;Medio;2s;Aprovado;80,8
2008;Norte;Rural;Federal;Medio;2s;Aprovado;78
2008;Norte;Rural;Municipal;Medio;2s;Aprovado;84,9
2008;Norte;Rural;Particular;Medio;2s;Aprovado;93
2008;Norte;Rural;Publico;Medio;2s;Aprovado;80,8
2008;Norte;Rural;Total;Medio;2s;Aprovado;81,6
2008;Norte;Total;Estadual;Medio;2s;Aprovado;73,3
2008;Norte;Total;Federal;Medio;2s;Aprovado;84,8
2008;Norte;Total;Municipal;Medio;2s;Aprovado;73,4
2008;Norte;Total;Particular;Medio;2s;Aprovado;95,1
2008;Norte;Total;Publico;Medio;2s;Aprovado;73,4
2008;Norte;Total;Total;Medio;2s;Aprovado;74,7
2008;Norte;Urbana;Estadual;Medio;2s;Aprovado;73
2008;Norte;Urbana;Federal;Medio;2s;Aprovado;85,5
2008;Norte;Urbana;Municipal;Medio;2s;Aprovado;50,6
2008;Norte;Urbana;Particular;Medio;2s;Aprovado;95,2
2008;Norte;Urbana;Publico;Medio;2s;Aprovado;73,1
2008;Norte;Urbana;Total;Medio;2s;Aprovado;74,4
2008;Nordeste;Rural;Estadual;Medio;2s;Aprovado;77,2
2008;Nordeste;Rural;Federal;Medio;2s;Aprovado;85,9
2008;Nordeste;Rural;Municipal;Medio;2s;Aprovado;78,8
2008;Nordeste;Rural;Particular;Medio;2s;Aprovado;92,6
2008;Nordeste;Rural;Publico;Medio;2s;Aprovado;77,8
2008;Nordeste;Rural;Total;Medio;2s;Aprovado;78,1
2008;Nordeste;Total;Estadual;Medio;2s;Aprovado;71,8
2008;Nordeste;Total;Federal;Medio;2s;Aprovado;85,8
2008;Nordeste;Total;Municipal;Medio;2s;Aprovado;77,3
2008;Nordeste;Total;Particular;Medio;2s;Aprovado;92,9
2008;Nordeste;Total;Publico;Medio;2s;Aprovado;72,1
2008;Nordeste;Total;Total;Medio;2s;Aprovado;74,2
2008;Nordeste;Urbana;Estadual;Medio;2s;Aprovado;71,5
2008;Nordeste;Urbana;Federal;Medio;2s;Aprovado;85,8
2008;Nordeste;Urbana;Municipal;Medio;2s;Aprovado;76,7
2008;Nordeste;Urbana;Particular;Medio;2s;Aprovado;92,9
2008;Nordeste;Urbana;Publico;Medio;2s;Aprovado;71,8
2008;Nordeste;Urbana;Total;Medio;2s;Aprovado;74
2008;Sudeste;Rural;Estadual;Medio;2s;Aprovado;83,8
2008;Sudeste;Rural;Federal;Medio;2s;Aprovado;84
2008;Sudeste;Rural;Municipal;Medio;2s;Aprovado;85,5
2008;Sudeste;Rural;Particular;Medio;2s;Aprovado;95
2008;Sudeste;Rural;Publico;Medio;2s;Aprovado;83,8
2008;Sudeste;Rural;Total;Medio;2s;Aprovado;84,5
2008;Sudeste;Total;Estadual;Medio;2s;Aprovado;76,4
2008;Sudeste;Total;Federal;Medio;2s;Aprovado;87
2008;Sudeste;Total;Municipal;Medio;2s;Aprovado;80,1
2008;Sudeste;Total;Particular;Medio;2s;Aprovado;94,6
2008;Sudeste;Total;Publico;Medio;2s;Aprovado;76,6
2008;Sudeste;Total;Total;Medio;2s;Aprovado;79
2008;Sudeste;Urbana;Estadual;Medio;2s;Aprovado;76,3
2008;Sudeste;Urbana;Federal;Medio;2s;Aprovado;87,4
2008;Sudeste;Urbana;Municipal;Medio;2s;Aprovado;79,9
2008;Sudeste;Urbana;Particular;Medio;2s;Aprovado;94,6
2008;Sudeste;Urbana;Publico;Medio;2s;Aprovado;76,5
2008;Sudeste;Urbana;Total;Medio;2s;Aprovado;78,9
2008;Sul;Rural;Estadual;Medio;2s;Aprovado;86,1
2008;Sul;Rural;Federal;Medio;2s;Aprovado;87
2008;Sul;Rural;Municipal;Medio;2s;Aprovado;88,1
2008;Sul;Rural;Particular;Medio;2s;Aprovado;85,8
2008;Sul;Rural;Publico;Medio;2s;Aprovado;86,2
2008;Sul;Rural;Total;Medio;2s;Aprovado;86,2
2008;Sul;Total;Estadual;Medio;2s;Aprovado;75,8
2008;Sul;Total;Federal;Medio;2s;Aprovado;84
2008;Sul;Total;Municipal;Medio;2s;Aprovado;67,1
2008;Sul;Total;Particular;Medio;2s;Aprovado;94,6
2008;Sul;Total;Publico;Medio;2s;Aprovado;75,8
2008;Sul;Total;Total;Medio;2s;Aprovado;78
2008;Sul;Urbana;Estadual;Medio;2s;Aprovado;75,5
2008;Sul;Urbana;Federal;Medio;2s;Aprovado;83,1
2008;Sul;Urbana;Municipal;Medio;2s;Aprovado;65
2008;Sul;Urbana;Particular;Medio;2s;Aprovado;94,7
2008;Sul;Urbana;Publico;Medio;2s;Aprovado;75,5
2008;Sul;Urbana;Total;Medio;2s;Aprovado;77,7
2008;Centro_Oeste;Rural;Estadual;Medio;2s;Aprovado;82,7
2008;Centro_Oeste;Rural;Federal;Medio;2s;Aprovado;91,8
2008;Centro_Oeste;Rural;Municipal;Medio;2s;Aprovado;84,7
2008;Centro_Oeste;Rural;Particular;Medio;2s;Aprovado;97
2008;Centro_Oeste;Rural;Publico;Medio;2s;Aprovado;83,4
2008;Centro_Oeste;Rural;Total;Medio;2s;Aprovado;84,1
2008;Centro_Oeste;Total;Estadual;Medio;2s;Aprovado;72,9
2008;Centro_Oeste;Total;Federal;Medio;2s;Aprovado;92
2008;Centro_Oeste;Total;Municipal;Medio;2s;Aprovado;88
2008;Centro_Oeste;Total;Particular;Medio;2s;Aprovado;93,6
2008;Centro_Oeste;Total;Publico;Medio;2s;Aprovado;73,1
2008;Centro_Oeste;Total;Total;Medio;2s;Aprovado;76,2
2008;Centro_Oeste;Urbana;Estadual;Medio;2s;Aprovado;72,6
2008;Centro_Oeste;Urbana;Federal;Medio;2s;Aprovado;92
2008;Centro_Oeste;Urbana;Municipal;Medio;2s;Aprovado;92,6
2008;Centro_Oeste;Urbana;Particular;Medio;2s;Aprovado;93,5
2008;Centro_Oeste;Urbana;Publico;Medio;2s;Aprovado;72,7
2008;Centro_Oeste;Urbana;Total;Medio;2s;Aprovado;75,9
2008;Norte;Rural;Estadual;Medio;3s;Aprovado;86,8
2008;Norte;Rural;Federal;Medio;3s;Aprovado;87,8
2008;Norte;Rural;Municipal;Medio;3s;Aprovado;96,2
2008;Norte;Rural;Particular;Medio;3s;Aprovado;95,7
2008;Norte;Rural;Publico;Medio;3s;Aprovado;87
2008;Norte;Rural;Total;Medio;3s;Aprovado;87,4
2008;Norte;Total;Estadual;Medio;3s;Aprovado;76
2008;Norte;Total;Federal;Medio;3s;Aprovado;92,2
2008;Norte;Total;Municipal;Medio;3s;Aprovado;78,5
2008;Norte;Total;Particular;Medio;3s;Aprovado;96,6
2008;Norte;Total;Publico;Medio;3s;Aprovado;76,2
2008;Norte;Total;Total;Medio;3s;Aprovado;77,4
2008;Norte;Urbana;Estadual;Medio;3s;Aprovado;75,6
2008;Norte;Urbana;Federal;Medio;3s;Aprovado;92,7
2008;Norte;Urbana;Municipal;Medio;3s;Aprovado;52,8
2008;Norte;Urbana;Particular;Medio;3s;Aprovado;96,6
2008;Norte;Urbana;Publico;Medio;3s;Aprovado;75,8
2008;Norte;Urbana;Total;Medio;3s;Aprovado;77,1
2008;Nordeste;Rural;Estadual;Medio;3s;Aprovado;84,5
2008;Nordeste;Rural;Federal;Medio;3s;Aprovado;94,2
2008;Nordeste;Rural;Municipal;Medio;3s;Aprovado;88,9
2008;Nordeste;Rural;Particular;Medio;3s;Aprovado;93,1
2008;Nordeste;Rural;Publico;Medio;3s;Aprovado;85,6
2008;Nordeste;Rural;Total;Medio;3s;Aprovado;85,7
2008;Nordeste;Total;Estadual;Medio;3s;Aprovado;78,6
2008;Nordeste;Total;Federal;Medio;3s;Aprovado;91,6
2008;Nordeste;Total;Municipal;Medio;3s;Aprovado;86,1
2008;Nordeste;Total;Particular;Medio;3s;Aprovado;95,8
2008;Nordeste;Total;Publico;Medio;3s;Aprovado;78,9
2008;Nordeste;Total;Total;Medio;3s;Aprovado;80,7
2008;Nordeste;Urbana;Estadual;Medio;3s;Aprovado;78,3
2008;Nordeste;Urbana;Federal;Medio;3s;Aprovado;90,9
2008;Nordeste;Urbana;Municipal;Medio;3s;Aprovado;85,2
2008;Nordeste;Urbana;Particular;Medio;3s;Aprovado;95,8
2008;Nordeste;Urbana;Publico;Medio;3s;Aprovado;78,6
2008;Nordeste;Urbana;Total;Medio;3s;Aprovado;80,5
2008;Sudeste;Rural;Estadual;Medio;3s;Aprovado;88,7
2008;Sudeste;Rural;Federal;Medio;3s;Aprovado;90
2008;Sudeste;Rural;Municipal;Medio;3s;Aprovado;93
2008;Sudeste;Rural;Particular;Medio;3s;Aprovado;97,1
2008;Sudeste;Rural;Publico;Medio;3s;Aprovado;89
2008;Sudeste;Rural;Total;Medio;3s;Aprovado;89,5
2008;Sudeste;Total;Estadual;Medio;3s;Aprovado;82,5
2008;Sudeste;Total;Federal;Medio;3s;Aprovado;93,3
2008;Sudeste;Total;Municipal;Medio;3s;Aprovado;85,2
2008;Sudeste;Total;Particular;Medio;3s;Aprovado;97,4
2008;Sudeste;Total;Publico;Medio;3s;Aprovado;82,7
2008;Sudeste;Total;Total;Medio;3s;Aprovado;84,9
2008;Sudeste;Urbana;Estadual;Medio;3s;Aprovado;82,5
2008;Sudeste;Urbana;Federal;Medio;3s;Aprovado;93,8
2008;Sudeste;Urbana;Municipal;Medio;3s;Aprovado;85
2008;Sudeste;Urbana;Particular;Medio;3s;Aprovado;97,4
2008;Sudeste;Urbana;Publico;Medio;3s;Aprovado;82,6
2008;Sudeste;Urbana;Total;Medio;3s;Aprovado;84,8
2008;Sul;Rural;Estadual;Medio;3s;Aprovado;93,1
2008;Sul;Rural;Federal;Medio;3s;Aprovado;93,4
2008;Sul;Rural;Municipal;Medio;3s;Aprovado;92
2008;Sul;Rural;Particular;Medio;3s;Aprovado;91,9
2008;Sul;Rural;Publico;Medio;3s;Aprovado;93,1
2008;Sul;Rural;Total;Medio;3s;Aprovado;93,1
2008;Sul;Total;Estadual;Medio;3s;Aprovado;83,9
2008;Sul;Total;Federal;Medio;3s;Aprovado;90,4
2008;Sul;Total;Municipal;Medio;3s;Aprovado;82,4
2008;Sul;Total;Particular;Medio;3s;Aprovado;97,5
2008;Sul;Total;Publico;Medio;3s;Aprovado;84
2008;Sul;Total;Total;Medio;3s;Aprovado;85,9
2008;Sul;Urbana;Estadual;Medio;3s;Aprovado;83,7
2008;Sul;Urbana;Federal;Medio;3s;Aprovado;89,4
2008;Sul;Urbana;Municipal;Medio;3s;Aprovado;81,5
2008;Sul;Urbana;Particular;Medio;3s;Aprovado;97,5
2008;Sul;Urbana;Publico;Medio;3s;Aprovado;83,7
2008;Sul;Urbana;Total;Medio;3s;Aprovado;85,7
2008;Centro_Oeste;Rural;Estadual;Medio;3s;Aprovado;89,3
2008;Centro_Oeste;Rural;Federal;Medio;3s;Aprovado;98,1
2008;Centro_Oeste;Rural;Municipal;Medio;3s;Aprovado;87,2
2008;Centro_Oeste;Rural;Particular;Medio;3s;Aprovado;96,3
2008;Centro_Oeste;Rural;Publico;Medio;3s;Aprovado;89,8
2008;Centro_Oeste;Rural;Total;Medio;3s;Aprovado;90,1
2008;Centro_Oeste;Total;Estadual;Medio;3s;Aprovado;79,1
2008;Centro_Oeste;Total;Federal;Medio;3s;Aprovado;96
2008;Centro_Oeste;Total;Municipal;Medio;3s;Aprovado;90,3
2008;Centro_Oeste;Total;Particular;Medio;3s;Aprovado;96,2
2008;Centro_Oeste;Total;Publico;Medio;3s;Aprovado;79,3
2008;Centro_Oeste;Total;Total;Medio;3s;Aprovado;82
2008;Centro_Oeste;Urbana;Estadual;Medio;3s;Aprovado;78,8
2008;Centro_Oeste;Urbana;Federal;Medio;3s;Aprovado;95,4
2008;Centro_Oeste;Urbana;Municipal;Medio;3s;Aprovado;95,1
2008;Centro_Oeste;Urbana;Particular;Medio;3s;Aprovado;96,2
2008;Centro_Oeste;Urbana;Publico;Medio;3s;Aprovado;78,9
2008;Centro_Oeste;Urbana;Total;Medio;3s;Aprovado;81,7
2008;Norte;Rural;Estadual;Medio;4s;Aprovado;
2008;Norte;Rural;Federal;Medio;4s;Aprovado;
2008;Norte;Rural;Municipal;Medio;4s;Aprovado;100
2008;Norte;Rural;Particular;Medio;4s;Aprovado;93,3
2008;Norte;Rural;Publico;Medio;4s;Aprovado;100
2008;Norte;Rural;Total;Medio;4s;Aprovado;95,9
2008;Norte;Total;Estadual;Medio;4s;Aprovado;87,2
2008;Norte;Total;Federal;Medio;4s;Aprovado;92,6
2008;Norte;Total;Municipal;Medio;4s;Aprovado;100
2008;Norte;Total;Particular;Medio;4s;Aprovado;94,2
2008;Norte;Total;Publico;Medio;4s;Aprovado;92,3
2008;Norte;Total;Total;Medio;4s;Aprovado;92,7
2008;Norte;Urbana;Estadual;Medio;4s;Aprovado;87,2
2008;Norte;Urbana;Federal;Medio;4s;Aprovado;92,6
2008;Norte;Urbana;Municipal;Medio;4s;Aprovado;100
2008;Norte;Urbana;Particular;Medio;4s;Aprovado;100
2008;Norte;Urbana;Publico;Medio;4s;Aprovado;91
2008;Norte;Urbana;Total;Medio;4s;Aprovado;91,4
2008;Nordeste;Rural;Estadual;Medio;4s;Aprovado;91,7
2008;Nordeste;Rural;Federal;Medio;4s;Aprovado;
2008;Nordeste;Rural;Municipal;Medio;4s;Aprovado;95,8
2008;Nordeste;Rural;Particular;Medio;4s;Aprovado;100
2008;Nordeste;Rural;Publico;Medio;4s;Aprovado;93,4
2008;Nordeste;Rural;Total;Medio;4s;Aprovado;93,7
2008;Nordeste;Total;Estadual;Medio;4s;Aprovado;88,7
2008;Nordeste;Total;Federal;Medio;4s;Aprovado;90,4
2008;Nordeste;Total;Municipal;Medio;4s;Aprovado;92,6
2008;Nordeste;Total;Particular;Medio;4s;Aprovado;95,9
2008;Nordeste;Total;Publico;Medio;4s;Aprovado;89,6
2008;Nordeste;Total;Total;Medio;4s;Aprovado;90,1
2008;Nordeste;Urbana;Estadual;Medio;4s;Aprovado;88,6
2008;Nordeste;Urbana;Federal;Medio;4s;Aprovado;90,4
2008;Nordeste;Urbana;Municipal;Medio;4s;Aprovado;92,2
2008;Nordeste;Urbana;Particular;Medio;4s;Aprovado;95,7
2008;Nordeste;Urbana;Publico;Medio;4s;Aprovado;89,4
2008;Nordeste;Urbana;Total;Medio;4s;Aprovado;89,8
2008;Sudeste;Rural;Estadual;Medio;4s;Aprovado;95,9
2008;Sudeste;Rural;Federal;Medio;4s;Aprovado;
2008;Sudeste;Rural;Municipal;Medio;4s;Aprovado;88,2
2008;Sudeste;Rural;Particular;Medio;4s;Aprovado;97,4
2008;Sudeste;Rural;Publico;Medio;4s;Aprovado;95,5
2008;Sudeste;Rural;Total;Medio;4s;Aprovado;95,8
2008;Sudeste;Total;Estadual;Medio;4s;Aprovado;89,2
2008;Sudeste;Total;Federal;Medio;4s;Aprovado;50,3
2008;Sudeste;Total;Municipal;Medio;4s;Aprovado;84,7
2008;Sudeste;Total;Particular;Medio;4s;Aprovado;97,7
2008;Sudeste;Total;Publico;Medio;4s;Aprovado;88,5
2008;Sudeste;Total;Total;Medio;4s;Aprovado;89
2008;Sudeste;Urbana;Estadual;Medio;4s;Aprovado;89
2008;Sudeste;Urbana;Federal;Medio;4s;Aprovado;50,3
2008;Sudeste;Urbana;Municipal;Medio;4s;Aprovado;84,6
2008;Sudeste;Urbana;Particular;Medio;4s;Aprovado;97,7
2008;Sudeste;Urbana;Publico;Medio;4s;Aprovado;88,3
2008;Sudeste;Urbana;Total;Medio;4s;Aprovado;88,7
2008;Sul;Rural;Estadual;Medio;4s;Aprovado;100
2008;Sul;Rural;Federal;Medio;4s;Aprovado;89,7
2008;Sul;Rural;Municipal;Medio;4s;Aprovado;
2008;Sul;Rural;Particular;Medio;4s;Aprovado;
2008;Sul;Rural;Publico;Medio;4s;Aprovado;90,8
2008;Sul;Rural;Total;Medio;4s;Aprovado;90,8
2008;Sul;Total;Estadual;Medio;4s;Aprovado;89,7
2008;Sul;Total;Federal;Medio;4s;Aprovado;89,7
2008;Sul;Total;Municipal;Medio;4s;Aprovado;58,4
2008;Sul;Total;Particular;Medio;4s;Aprovado;97,8
2008;Sul;Total;Publico;Medio;4s;Aprovado;89,2
2008;Sul;Total;Total;Medio;4s;Aprovado;89,7
2008;Sul;Urbana;Estadual;Medio;4s;Aprovado;89,6
2008;Sul;Urbana;Federal;Medio;4s;Aprovado;
2008;Sul;Urbana;Municipal;Medio;4s;Aprovado;58,4
2008;Sul;Urbana;Particular;Medio;4s;Aprovado;97,8
2008;Sul;Urbana;Publico;Medio;4s;Aprovado;89,2
2008;Sul;Urbana;Total;Medio;4s;Aprovado;89,7
2008;Centro_Oeste;Rural;Estadual;Medio;4s;Aprovado;
2008;Centro_Oeste;Rural;Federal;Medio;4s;Aprovado;
2008;Centro_Oeste;Rural;Municipal;Medio;4s;Aprovado;
2008;Centro_Oeste;Rural;Particular;Medio;4s;Aprovado;
2008;Centro_Oeste;Rural;Publico;Medio;4s;Aprovado;
2008;Centro_Oeste;Rural;Total;Medio;4s;Aprovado;
2008;Centro_Oeste;Total;Estadual;Medio;4s;Aprovado;88,9
2008;Centro_Oeste;Total;Federal;Medio;4s;Aprovado;89,7
2008;Centro_Oeste;Total;Municipal;Medio;4s;Aprovado;50
2008;Centro_Oeste;Total;Particular;Medio;4s;Aprovado;100
2008;Centro_Oeste;Total;Publico;Medio;4s;Aprovado;87,5
2008;Centro_Oeste;Total;Total;Medio;4s;Aprovado;89,8
2008;Centro_Oeste;Urbana;Estadual;Medio;4s;Aprovado;88,9
2008;Centro_Oeste;Urbana;Federal;Medio;4s;Aprovado;89,7
2008;Centro_Oeste;Urbana;Municipal;Medio;4s;Aprovado;50
2008;Centro_Oeste;Urbana;Particular;Medio;4s;Aprovado;100
2008;Centro_Oeste;Urbana;Publico;Medio;4s;Aprovado;87,5
2008;Centro_Oeste;Urbana;Total;Medio;4s;Aprovado;89,8
2008;Norte;Rural;Estadual;Fundamental;1s;Reprovado;26,8
2008;Norte;Rural;Federal;Fundamental;1s;Reprovado;
2008;Norte;Rural;Municipal;Fundamental;1s;Reprovado;32,9
2008;Norte;Rural;Particular;Fundamental;1s;Reprovado;22,9
2008;Norte;Rural;Publico;Fundamental;1s;Reprovado;32,4
2008;Norte;Rural;Total;Fundamental;1s;Reprovado;32,4
2008;Norte;Total;Estadual;Fundamental;1s;Reprovado;17,4
2008;Norte;Total;Federal;Fundamental;1s;Reprovado;7,5
2008;Norte;Total;Municipal;Fundamental;1s;Reprovado;25,6
2008;Norte;Total;Particular;Fundamental;1s;Reprovado;2,8
2008;Norte;Total;Publico;Fundamental;1s;Reprovado;23,8
2008;Norte;Total;Total;Fundamental;1s;Reprovado;22,9
2008;Norte;Urbana;Estadual;Fundamental;1s;Reprovado;15,7
2008;Norte;Urbana;Federal;Fundamental;1s;Reprovado;7,5
2008;Norte;Urbana;Municipal;Fundamental;1s;Reprovado;18,1
2008;Norte;Urbana;Particular;Fundamental;1s;Reprovado;2,3
2008;Norte;Urbana;Publico;Fundamental;1s;Reprovado;17,3
2008;Norte;Urbana;Total;Fundamental;1s;Reprovado;16,2
2008;Nordeste;Rural;Estadual;Fundamental;1s;Reprovado;17,3
2008;Nordeste;Rural;Federal;Fundamental;1s;Reprovado;14,3
2008;Nordeste;Rural;Municipal;Fundamental;1s;Reprovado;21,1
2008;Nordeste;Rural;Particular;Fundamental;1s;Reprovado;20,8
2008;Nordeste;Rural;Publico;Fundamental;1s;Reprovado;21
2008;Nordeste;Rural;Total;Fundamental;1s;Reprovado;21
2008;Nordeste;Total;Estadual;Fundamental;1s;Reprovado;16,2
2008;Nordeste;Total;Federal;Fundamental;1s;Reprovado;5,3
2008;Nordeste;Total;Municipal;Fundamental;1s;Reprovado;18,2
2008;Nordeste;Total;Particular;Fundamental;1s;Reprovado;3,3
2008;Nordeste;Total;Publico;Fundamental;1s;Reprovado;18
2008;Nordeste;Total;Total;Fundamental;1s;Reprovado;16,5
2008;Nordeste;Urbana;Estadual;Fundamental;1s;Reprovado;16,1
2008;Nordeste;Urbana;Federal;Fundamental;1s;Reprovado;0
2008;Nordeste;Urbana;Municipal;Fundamental;1s;Reprovado;15,8
2008;Nordeste;Urbana;Particular;Fundamental;1s;Reprovado;2,8
2008;Nordeste;Urbana;Publico;Fundamental;1s;Reprovado;15,8
2008;Nordeste;Urbana;Total;Fundamental;1s;Reprovado;13,7
2008;Sudeste;Rural;Estadual;Fundamental;1s;Reprovado;6,8
2008;Sudeste;Rural;Federal;Fundamental;1s;Reprovado;
2008;Sudeste;Rural;Municipal;Fundamental;1s;Reprovado;15,5
2008;Sudeste;Rural;Particular;Fundamental;1s;Reprovado;4,8
2008;Sudeste;Rural;Publico;Fundamental;1s;Reprovado;14,3
2008;Sudeste;Rural;Total;Fundamental;1s;Reprovado;14,2
2008;Sudeste;Total;Estadual;Fundamental;1s;Reprovado;2,7
2008;Sudeste;Total;Federal;Fundamental;1s;Reprovado;5,1
2008;Sudeste;Total;Municipal;Fundamental;1s;Reprovado;8,6
2008;Sudeste;Total;Particular;Fundamental;1s;Reprovado;1,5
2008;Sudeste;Total;Publico;Fundamental;1s;Reprovado;6,8
2008;Sudeste;Total;Total;Fundamental;1s;Reprovado;6,1
2008;Sudeste;Urbana;Estadual;Fundamental;1s;Reprovado;2,5
2008;Sudeste;Urbana;Federal;Fundamental;1s;Reprovado;5,1
2008;Sudeste;Urbana;Municipal;Fundamental;1s;Reprovado;7,8
2008;Sudeste;Urbana;Particular;Fundamental;1s;Reprovado;1,5
2008;Sudeste;Urbana;Publico;Fundamental;1s;Reprovado;6,1
2008;Sudeste;Urbana;Total;Fundamental;1s;Reprovado;5,5
2008;Sul;Rural;Estadual;Fundamental;1s;Reprovado;13
2008;Sul;Rural;Federal;Fundamental;1s;Reprovado;
2008;Sul;Rural;Municipal;Fundamental;1s;Reprovado;12,1
2008;Sul;Rural;Particular;Fundamental;1s;Reprovado;11,6
2008;Sul;Rural;Publico;Fundamental;1s;Reprovado;12,2
2008;Sul;Rural;Total;Fundamental;1s;Reprovado;12,2
2008;Sul;Total;Estadual;Fundamental;1s;Reprovado;11,5
2008;Sul;Total;Federal;Fundamental;1s;Reprovado;1,5
2008;Sul;Total;Municipal;Fundamental;1s;Reprovado;11,2
2008;Sul;Total;Particular;Fundamental;1s;Reprovado;2,4
2008;Sul;Total;Publico;Fundamental;1s;Reprovado;11,3
2008;Sul;Total;Total;Fundamental;1s;Reprovado;10,6
2008;Sul;Urbana;Estadual;Fundamental;1s;Reprovado;11,4
2008;Sul;Urbana;Federal;Fundamental;1s;Reprovado;1,5
2008;Sul;Urbana;Municipal;Fundamental;1s;Reprovado;11
2008;Sul;Urbana;Particular;Fundamental;1s;Reprovado;2,4
2008;Sul;Urbana;Publico;Fundamental;1s;Reprovado;11,1
2008;Sul;Urbana;Total;Fundamental;1s;Reprovado;10,4
2008;Centro_Oeste;Rural;Estadual;Fundamental;1s;Reprovado;7,3
2008;Centro_Oeste;Rural;Federal;Fundamental;1s;Reprovado;
2008;Centro_Oeste;Rural;Municipal;Fundamental;1s;Reprovado;16,7
2008;Centro_Oeste;Rural;Particular;Fundamental;1s;Reprovado;11,6
2008;Centro_Oeste;Rural;Publico;Fundamental;1s;Reprovado;14,4
2008;Centro_Oeste;Rural;Total;Fundamental;1s;Reprovado;14,4
2008;Centro_Oeste;Total;Estadual;Fundamental;1s;Reprovado;6,5
2008;Centro_Oeste;Total;Federal;Fundamental;1s;Reprovado;10
2008;Centro_Oeste;Total;Municipal;Fundamental;1s;Reprovado;14,2
2008;Centro_Oeste;Total;Particular;Fundamental;1s;Reprovado;1,9
2008;Centro_Oeste;Total;Publico;Fundamental;1s;Reprovado;11,5
